datetime,latitude,longitude,magnitude,depth,location
2025-02-01 00:55:21,-0.5515480041503906,121.9270477294922,2.978476527861253,10,"Minahassa Peninsula, Sulawesi"
2025-02-01 00:55:24,-7.503011703491211,128.4329376220703,4.682500765422231,122,Banda Sea
2025-02-01 00:59:06,1.7544549703598022,126.24744415283205,3.22429537503771,29,Northern Molucca Sea
2025-02-01 01:30:06,-8.142455101013184,123.87945556640624,3.564599101273388,150,"Flores Region, Indonesia"
2025-02-01 01:50:14,-8.227511405944824,121.36178588867188,3.5147738623456823,148,"Flores Region, Indonesia"
2025-02-01 01:54:47,-0.5504153370857239,121.85407257080078,2.415171188577664,15,"Minahassa Peninsula, Sulawesi"
2025-02-01 02:02:35,-6.005883693695068,104.18770599365234,3.3603548666176963,40,"Sunda Strait, Indonesia"
2025-02-01 02:22:54,5.247275352478027,95.89581298828124,2.2057425160148365,7,"Northern Sumatra, Indonesia"
2025-02-01 02:44:51,-3.4889018535614014,121.96446990966795,2.4699530332153343,10,"Sulawesi, Indonesia"
2025-02-01 02:58:16,-1.7167344093322754,133.8437957763672,2.698024832880974,7,"West Papua Region, Indonesia"
2025-02-01 04:39:40,-2.017128229141236,120.55499267578124,2.4303325689778856,5,"Sulawesi, Indonesia"
2025-02-01 06:05:39,-4.099773406982422,121.88246154785156,2.00816333657275,5,"Sulawesi, Indonesia"
2025-02-01 06:19:43,1.3195000886917114,126.88067626953124,2.621956624388847,21,Northern Molucca Sea
2025-02-01 06:30:37,-7.768486976623535,127.5681915283203,4.229835532312223,143,Banda Sea
2025-02-01 06:51:58,1.810002684593201,126.08936309814452,3.1738896893140525,31,Northern Molucca Sea
2025-02-01 07:15:58,-8.885839462280273,124.0925750732422,2.883681205437059,52,Timor Region
2025-02-01 07:26:39,-2.748269557952881,121.1089324951172,1.518504786993336,10,"Sulawesi, Indonesia"
2025-02-01 07:27:08,1.200323462486267,126.15159606933594,2.801636005808497,33,Northern Molucca Sea
2025-02-01 07:34:43,1.4543328285217283,126.38800048828124,2.7868560576114056,32,Northern Molucca Sea
2025-02-01 07:54:08,-2.3317441940307617,140.325927734375,2.6942973707936715,13,Near North Coast of West Papua
2025-02-01 08:07:52,-4.044359683990479,121.90003967285156,3.068215070130953,10,"Sulawesi, Indonesia"
2025-02-01 08:11:31,-2.475635528564453,120.83113861083984,2.7538123290122805,10,"Sulawesi, Indonesia"
2025-02-01 08:32:32,-6.28028678894043,122.5825424194336,3.79795600389528,10,Flores Sea
2025-02-01 09:38:16,-8.031113624572754,110.4221420288086,2.7032476160375905,10,"Java, Indonesia"
2025-02-01 10:19:11,4.868138313293457,96.0826187133789,2.347973654488006,12,"Northern Sumatra, Indonesia"
2025-02-01 11:44:11,1.4456130266189575,126.0150375366211,4.07871015674131,24,Northern Molucca Sea
2025-02-01 13:33:19,-9.07042121887207,117.19808959960938,2.3253718283493545,10,"Sumbawa Region, Indonesia"
2025-02-01 13:45:32,3.13341760635376,128.22706604003906,3.2569077500683625,165,"North of Halmahera, Indonesia"
2025-02-01 13:54:15,-0.3248796761035919,121.98912048339844,2.2512068507398326,12,"Minahassa Peninsula, Sulawesi"
2025-02-01 14:02:56,5.070577144622803,95.88499450683594,2.950909797565657,9,"Northern Sumatra, Indonesia"
2025-02-01 14:11:00,3.041512966156006,96.91764831542967,2.4639356066840827,17,"Northern Sumatra, Indonesia"
2025-02-01 14:59:02,-2.391511917114258,120.82937622070312,2.552684173050542,10,"Sulawesi, Indonesia"
2025-02-01 15:26:51,0.8054825067520142,97.7624740600586,2.719449527580456,31,"Northern Sumatra, Indonesia"
2025-02-01 16:37:51,2.8401153087615967,97.65390014648438,2.6211865722910077,44,"Northern Sumatra, Indonesia"
2025-02-01 18:05:13,3.085453987121582,97.3994140625,2.380820116480525,11,"Northern Sumatra, Indonesia"
2025-02-01 18:36:46,-2.6309947967529297,121.1287841796875,1.939045630811248,10,"Sulawesi, Indonesia"
2025-02-01 18:53:22,-8.525156021118164,121.50504302978516,1.868095165358392,12,"Flores Region, Indonesia"
2025-02-01 19:32:38,-2.471441984176636,121.01598358154295,2.553984712689928,10,"Sulawesi, Indonesia"
2025-02-01 20:19:10,-4.047436714172363,121.85993194580078,2.71832321083217,10,"Sulawesi, Indonesia"
2025-02-01 21:20:25,-3.5557754039764404,135.5818328857422,2.714230849760965,19,"West Papua Region, Indonesia"
2025-02-01 22:39:30,-6.650500774383545,130.49560546875,4.572041161723981,128,Banda Sea
2025-02-01 22:49:51,3.196373701095581,96.98407745361328,3.0604596692102555,28,"Northern Sumatra, Indonesia"
2025-02-01 23:07:47,-2.3467376232147217,120.54281616210938,2.360957479635533,10,"Sulawesi, Indonesia"
2025-02-02 01:40:38,-8.89733600616455,116.8965606689453,2.0731733925456672,21,"Sumbawa Region, Indonesia"
2025-02-02 02:01:59,-0.7693659067153931,134.02703857421875,3.26534861452113,15,"West Papua Region, Indonesia"
2025-02-02 02:05:34,2.5598340034484863,126.6446533203125,3.63093578165615,22,Northern Molucca Sea
2025-02-02 02:50:40,-2.8381924629211426,129.4506072998047,3.722938585316117,24,"Seram, Indonesia"
2025-02-02 03:07:33,-0.385378897190094,129.86746215820312,3.3366655041987623,12,"Halmahera, Indonesia"
2025-02-02 03:25:13,-8.272459030151367,120.48423767089844,2.212048978996347,18,"Flores Region, Indonesia"
2025-02-02 03:47:06,-8.377925872802734,121.37615966796876,2.569068650937996,10,"Flores Region, Indonesia"
2025-02-02 04:28:53,-7.728482246398926,118.68861389160156,3.0709865582112426,23,Flores Sea
